area,area_code,region,lwda_code,cluster_code,cluster,pathway_code,pathway,soc_code,soc_title,jobs_estimate_year,num_jobs_estimate,annual_openings,income_year,mean_income,median_income,jobs_projection_year,num_jobs_projected,num_jobs_projected_change,fraction_change_jobs,fraction_change_us,predominant_education_level,training,work_experience,predominant_occ_prep_combo,nontrad_year,nontrad_status
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.2,Professional Support Services,NA,NA,2018,336,34,2018,NA,NA,2028,333,-3,-0.008928571827709675,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.2,Professional Support Services,211012,"Educational, Guidance, School, and Vocational Counselors",2018,97,10,2018,58558,55811,2028,99,2,0.020618556067347527,0.084,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.2,Professional Support Services,254021,Librarians,2018,35,4,2018,58076,57013,2028,36,1,0.02857142873108387,0.063,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.2,Professional Support Services,254031,Library Technicians,2018,50,7,2018,32345,26680,2028,46,-4,-0.07999999821186066,-0.03,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.2,Professional Support Services,259031,Instructional Coordinators,2018,107,9,2018,73192,76877,2028,105,-2,-0.018691588193178177,0.063,Graduate/Professional Degree,NA,Work Experience,Graduate/Professional Degree & Work Experience,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.2,Professional Support Services,259099,"Education, Training, and Library Workers, All Other",2018,47,4,2018,58546,63595,2028,47,0,0,0.057,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,NA,NA,2018,4224,374,2018,NA,NA,2028,4131,-93,-0.022017044946551323,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,252011,"Preschool Teachers, Except Special Education",2018,136,13,2018,23882,22194,2028,133,-3,-0.022058824077248573,0.071,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,252012,"Kindergarten Teachers, Except Special Education",2018,47,5,2018,51474,49793,2028,46,-1,-0.021276595070958138,0.038,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,252021,"Elementary School Teachers, Except Special Education",2018,805,56,2018,54807,52815,2028,778,-27,-0.03354037180542946,0.033,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,252022,"Middle School Teachers, Except Special and Career/Technical Education",2018,485,33,2018,52990,50695,2028,469,-16,-0.03298969194293022,0.035,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2018,516,34,2018,54682,51640,2028,499,-17,-0.03294573724269867,0.036000000000000004,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,252032,"Career/Technical Education Teachers, Secondary School",2018,114,8,2018,55287,54261,2028,110,-4,-0.035087719559669495,0.022000000000000002,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,252052,"Special Education Teachers, Kindergarten and Elementary School",2018,100,7,2018,52178,49393,2028,96,-4,-0.03999999910593033,0.027999999999999997,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,252053,"Special Education Teachers, Middle School",2018,75,5,2018,51504,49466,2028,72,-3,-0.03999999910593033,0.027000000000000003,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,252054,"Special Education Teachers, Secondary School",2018,42,3,2018,50606,49229,2028,41,-1,-0.02380952425301075,0.03,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,253011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,2018,91,9,2018,47076,47318,2028,80,-11,-0.12087912112474442,-0.10300000000000001,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,253021,Self-Enrichment Education Teachers,2018,412,53,2018,40432,23093,2028,450,38,0.09223300963640213,0.11800000000000001,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,253097,"Teachers and Instructors, All Other, Except Substitute Teachers",2018,299,34,2018,80008,76954,2028,294,-5,-0.016722407191991806,0.085,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,253098,Substitute Teachers,2018,484,52,2018,25223,23949,2028,466,-18,-0.03719008341431618,0.033,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,5,Education and Training,5.3,Teaching/Training,259041,Teacher Assistants,2018,618,62,2018,26207,24581,2028,597,-21,-0.033980581909418106,0.04,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,NA,NA,NA,NA,2018,1539,153,2018,NA,NA,2028,1482,-57,-0.03703703731298447,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.3,Accounting,NA,NA,2018,1122,113,2018,NA,NA,2028,1069,-53,-0.04723707586526871,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.3,Accounting,132011,Accountants and Auditors,2018,399,37,2018,80879,78498,2028,394,-5,-0.01253132801502943,0.064,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.3,Accounting,433021,Billing and Posting Clerks,2018,82,10,2018,38465,36524,2028,86,4,0.04878048598766327,0.10300000000000001,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.3,Accounting,433031,"Bookkeeping, Accounting, and Auditing Clerks",2018,641,66,2018,37647,38571,2028,589,-52,-0.081123247742652893,-0.039,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.5,Banking Services,NA,NA,2018,243,25,2018,NA,NA,2028,233,-10,-0.041152264922857285,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.5,Banking Services,132072,Loan Officers,2018,39,3,2018,58927,67889,2028,44,5,0.12820513546466827,0.077,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.5,Banking Services,433071,Tellers,2018,204,22,2018,30537,30723,2028,189,-15,-0.07352941483259201,-0.122,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.2,Business Finance,NA,NA,2018,117,11,2018,NA,NA,2028,126,9,0.07692307978868484,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.2,Business Finance,113031,Financial Managers,2018,117,11,2018,151547,138430,2028,126,9,0.07692307978868484,0.16,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.4,Insurance,NA,NA,2018,57,4,2018,NA,NA,2028,54,-3,-0.05263157933950424,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,6,Finance,6.4,Insurance,131031,"Claims Adjusters, Examiners, and Investigators",2018,57,4,2018,57515,68535,2028,54,-3,-0.05263157933950424,-0.042,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,NA,NA,NA,NA,2018,452,41,2018,NA,NA,2028,459,7,0.015486725606024265,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.7,Public Management and Administration,NA,NA,2018,158,15,2018,NA,NA,2028,160,2,0.012658228166401386,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.7,Public Management and Administration,434031,"Court, Municipal, and License Clerks",2018,55,5,2018,38379,35260,2028,55,0,0,0.044000000000000004,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.7,Public Management and Administration,434061,"Eligibility Interviewers, Government Programs",2018,103,10,2018,42587,40324,2028,105,2,0.019417475908994675,0.044000000000000004,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.6,Regulation,NA,NA,2018,243,22,2018,NA,NA,2028,245,2,0.008230452425777912,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.6,Regulation,131041,Compliance Officers,2018,97,9,2018,77495,76593,2028,96,-1,-0.010309278033673763,0.057999999999999996,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.6,Regulation,299011,Occupational Health and Safety Specialists,2018,76,4,2018,72482,70869,2028,77,1,0.01315789483487606,0.062,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.6,Regulation,474011,Construction and Building Inspectors,2018,70,9,2018,56942,57459,2028,72,2,0.02857142873108387,0.066,High School Diploma,Training/Certification,Work Experience,HS Diploma & Training/Certification & Work Experience,2020,F
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.5,Revenue and Taxation,NA,NA,2018,51,4,2018,NA,NA,2028,54,3,0.05882352963089943,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.5,Revenue and Taxation,132021,Appraisers and Assessors of Real Estate,2018,20,2,2018,66888,64368,2028,21,1,0.05000000074505806,0.07,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,7,Government and Public Administration,7.5,Revenue and Taxation,132081,"Tax Examiners and Collectors, and Revenue Agents",2018,31,2,2018,48382,41134,2028,33,2,0.06451612710952759,-0.024,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,NA,NA,NA,NA,2018,5540,523,2018,NA,NA,2028,6194,654,0.11805053800344467,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.2,Diagnostic Services,NA,NA,2018,104,6,2018,NA,NA,2028,106,2,0.01923076994717121,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.2,Diagnostic Services,292034,Radiologic Technologists,2018,104,6,2018,60844,60366,2028,106,2,0.01923076994717121,0.09,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.3,Health Informatics,NA,NA,2018,278,25,2018,NA,NA,2028,309,31,0.11151079088449478,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.3,Health Informatics,119111,Medical and Health Services Managers,2018,201,20,2018,114990,106923,2028,227,26,0.12935324013233185,0.17600000000000002,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.3,Health Informatics,292071,Medical Records and Health Information Technicians,2018,77,5,2018,43480,42273,2028,82,5,0.06493506580591202,0.107,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.4,Support Services,NA,NA,2018,199,24,2018,NA,NA,2028,229,30,0.15075376629829407,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.4,Support Services,211022,Healthcare Social Workers,2018,168,20,2018,50524,50299,2028,198,30,0.1785714328289032,0.17,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.4,Support Services,319099,"Healthcare Support Workers, All Other",2018,31,4,2018,47963,50097,2028,31,0,0,0.08199999999999999,High School Diploma,NA,NA,HS Diploma,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,NA,NA,2018,4959,468,2018,NA,NA,2028,5550,591,0.11917725205421448,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291021,"Dentists, General",2018,87,3,2018,179112,137314,2028,88,1,0.01149425283074379,0.076,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291031,Dietitians and Nutritionists,2018,44,3,2018,59802,64867,2028,46,2,0.04545454680919647,0.11199999999999999,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291051,Pharmacists,2018,152,7,2018,125770,128942,2028,150,-2,-0.01315789483487606,0,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291062,Family and General Practitioners,2018,87,2,2018,221479,201697,2028,89,2,0.02298850566148758,0.098,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291071,Physician Assistants,2018,24,1,2018,107367,105545,2028,27,3,0.125,0.311,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291122,Occupational Therapists,2018,41,4,2018,90701,88739,2028,47,6,0.1463414579629898,0.179,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291123,Physical Therapists,2018,93,6,2018,89759,87129,2028,109,16,0.17204301059246063,0.21899999999999997,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291125,Recreational Therapists,2018,18,0,2018,45926,43965,2028,18,0,0,0.073,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291126,Respiratory Therapists,2018,53,5,2018,64182,63741,2028,65,12,0.22641509771347046,0.20800000000000002,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291127,Speech-Language Pathologists,2018,52,4,2018,73480,64779,2028,61,9,0.17307692766189575,0.273,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291141,Registered Nurses,2018,1383,92,2018,67618,65667,2028,1535,152,0.10990600287914276,0.121,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,291171,Nurse Practitioners,2018,113,8,2018,98946,98290,2028,137,24,0.21238937973976135,0.282,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,292053,Psychiatric Technicians,2018,353,33,2018,33016,31140,2028,381,28,0.07932011038064957,0.124,Some College/Associate Degree,Training/Certification,Work Experience,Some College/Associate Degree & Training/Certification & Work Experience,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,292061,Licensed Practical and Licensed Vocational Nurses,2018,737,64,2018,44229,44279,2028,799,62,0.08412483334541321,0.107,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,311011,Home Health Aides,2018,404,64,2018,23880,24041,2028,521,117,0.28960394859313965,0.366,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,311014,Nursing Assistants,2018,938,119,2018,28053,27817,2028,1029,91,0.09701492637395859,0.08900000000000001,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,312021,Physical Therapist Assistants,2018,29,5,2018,63117,62324,2028,37,8,0.27586206793785095,0.271,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,8,Health Science,8.1,Therapeutic Services,319092,Medical Assistants,2018,351,48,2018,30149,29418,2028,411,60,0.17094017565250397,0.226,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,NA,NA,NA,NA,2018,5536,993,2018,NA,NA,2028,5886,350,0.06322254240512848,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.2,Lodging,NA,NA,2018,782,107,2018,NA,NA,2028,792,10,0.012787723913788795,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.2,Lodging,372012,Maids and Housekeeping Cleaners,2018,782,107,2018,21831,20532,2028,792,10,0.012787723913788795,-0.017,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.4,"Recreation, Amusements, and Attractions",NA,NA,2018,308,52,2018,NA,NA,2028,322,14,0.04545454680919647,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.4,"Recreation, Amusements, and Attractions",131121,"Meeting, Convention, and Event Planners",2018,12,1,2018,62609,62645,2028,12,0,0,0.07200000000000001,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.4,"Recreation, Amusements, and Attractions",399032,Recreation Workers,2018,296,51,2018,26717,21906,2028,310,14,0.04729729890823364,0.083,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,NA,NA,2018,4446,834,2018,NA,NA,2028,4772,326,0.07332433760166168,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,119051,Food Service Managers,2018,74,8,2018,56488,56319,2028,78,4,0.054054055362939835,0.10800000000000001,High School Diploma,NA,Work Experience,HS Diploma & Work Experience,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,352012,"Cooks, Institution and Cafeteria",2018,87,13,2018,27044,26526,2028,88,1,0.01149425283074379,0.046,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,352014,"Cooks, Restaurant",2018,665,111,2018,26402,24923,2028,768,103,0.15488721430301666,0.21899999999999997,High School Diploma,Training/Certification,Work Experience,HS Diploma & Training/Certification & Work Experience,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,353011,Bartenders,2018,243,44,2018,23804,20933,2028,247,4,0.016460904851555824,0.081,Less than HS,Training/Certification,NA,Less than HS & Training/Certification,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,353021,"Combined Food Preparation and Serving Workers, Including Fast Food",2018,1846,366,2018,19063,18828,2028,2041,195,0.10563380271196365,0.17300000000000001,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,353031,Waiters and Waitresses,2018,1381,267,2018,21371,19766,2028,1389,8,0.0057929037138819695,0.065,Less than HS,Training/Certification,NA,Less than HS & Training/Certification,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,353041,"Food Servers, Nonrestaurant",2018,150,25,2018,22315,21775,2028,161,11,0.07333333045244217,0.076,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,NA,NA,NA,NA,2018,2400,362,2018,NA,NA,2028,2828,428,0.1783333271741867,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.2,Counseling and Mental Health Services,NA,NA,2018,534,60,2018,NA,NA,2028,583,49,0.0917603000998497,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.2,Counseling and Mental Health Services,193031,"Clinical, Counseling, and School Psychologists",2018,55,4,2018,65155,68678,2028,54,-1,-0.0181818176060915,0.147,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.2,Counseling and Mental Health Services,211018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",2018,363,44,2018,46674,44013,2028,410,47,0.12947657704353333,0.225,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.2,Counseling and Mental Health Services,211023,Mental Health and Substance Abuse Social Workers,2018,116,12,2018,47093,46289,2028,119,3,0.0258620698004961,0.17800000000000002,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.3,Family and Community Services,NA,NA,2018,550,62,2018,NA,NA,2028,575,25,0.04545454680919647,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.3,Family and Community Services,119151,Social and Community Service Managers,2018,88,9,2018,78315,76776,2028,94,6,0.06818182021379471,0.13,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,N
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.3,Family and Community Services,211021,"Child, Family, and School Social Workers",2018,236,23,2018,44347,42366,2028,240,4,0.016949152573943138,0.073,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.3,Family and Community Services,211029,"Social Workers, All Other",2018,19,2,2018,70813,78910,2028,19,0,0,0.055999999999999994,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.3,Family and Community Services,211093,Social and Human Service Assistants,2018,185,25,2018,29432,28112,2028,200,15,0.0810810774564743,0.126,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.3,Family and Community Services,211099,"Community and Social Service Specialists, All Other",2018,22,3,2018,42008,37515,2028,22,0,0,0.081,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.4,Personal Care Services,NA,NA,2018,1316,240,2018,NA,NA,2028,1670,354,0.2689969539642334,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.4,Personal Care Services,391021,First-Line Supervisors of Personal Service Workers,2018,144,15,2018,42446,44519,2028,155,11,0.0763888880610466,0.114,High School Diploma,NA,Work Experience,HS Diploma & Work Experience,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.4,Personal Care Services,394021,Funeral Attendants,2018,212,39,2018,27548,28937,2028,243,31,0.1462264209985733,0.03,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,10,Human Services,10.4,Personal Care Services,399021,Personal Care Aides,2018,960,186,2018,20765,19441,2028,1272,312,0.32499998807907104,0.364,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
Crater Area (LWDA XV),455,Crater Area,XV,11,Information Technology,NA,NA,NA,NA,2018,444,45,2018,NA,NA,2028,516,72,0.1621621549129486,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,11,Information Technology,11.2,Information Support and Services,NA,NA,2018,121,12,2018,NA,NA,2028,134,13,0.10743801295757294,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,11,Information Technology,11.2,Information Support and Services,151141,Database Administrators,2018,41,4,2018,72767,70627,2028,47,6,0.1463414579629898,0.09,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,11,Information Technology,11.2,Information Support and Services,151151,Computer User Support Specialists,2018,80,8,2018,50094,47952,2028,87,7,0.08749999850988388,0.106,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,11,Information Technology,11.1,Network Systems,NA,NA,2018,143,13,2018,NA,NA,2028,158,15,0.10489510744810104,NA,NA,NA,NA,NA,2020,NA
Crater Area (LWDA XV),455,Crater Area,XV,11,Information Technology,11.1,Network Systems,151142,Network and Computer Systems Administrators,2018,117,11,2018,86976,87918,2028,132,15,0.12820513546466827,0.047,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,F
Crater Area (LWDA XV),455,Crater Area,XV,11,Information Technology,11.1,Network Systems,151152,Computer Network Support Specialists,2018,26,2,2018,59306,57349,2028,26,0,0,0.064,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,NA
